variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	notes
group_3270	1.48E-01	9.69E-01	9.00E-01	-5.38E-02	4.27E-01	-1.86E+00	5.45E-01	-1.93E+00	2.73E+00	2.30E+00	1.77E+00	3.12E+00	-2.82E+00	-4.02E+00	2.66E+00	2.98E+00	-2.60E+00	9.80E-01	
group_3284	1.48E-01	9.69E-01	5.64E-01	-3.08E-01	5.36E-01	-1.83E+00	6.72E-01	-1.99E+00	2.83E+00	2.39E+00	1.75E+00	3.22E+00	-3.10E+00	-4.03E+00	2.67E+00	2.99E+00	-2.55E+00	9.64E-01	
group_3390	1.48E-01	4.70E-01	8.51E-01	-2.44E-01	1.31E+00	-1.84E+00	4.78E-01	-1.85E+00	2.63E+00	2.35E+00	1.82E+00	3.13E+00	-2.99E+00	-3.96E+00	2.71E+00	3.02E+00	-2.61E+00	9.71E-01	
group_3391	1.48E-01	4.70E-01	8.51E-01	-2.44E-01	1.31E+00	-1.84E+00	4.78E-01	-1.85E+00	2.63E+00	2.35E+00	1.82E+00	3.13E+00	-2.99E+00	-3.96E+00	2.71E+00	3.02E+00	-2.61E+00	9.71E-01	
group_424	1.48E-01	6.21E-02	3.53E-01	5.29E-01	5.69E-01	-1.93E+00	4.43E-01	-1.83E+00	2.56E+00	2.44E+00	1.67E+00	3.02E+00	-2.40E+00	-3.91E+00	2.41E+00	3.00E+00	-2.34E+00	1.18E+00	
group_6136	1.48E-01	2.37E-05	3.46E-06	-3.84E+00	7.91E-01	-1.36E+00	8.89E-01	-2.02E+00	2.39E+00	1.95E+00	1.43E+00	3.11E+00	-2.77E+00	-4.23E+00	1.52E+00	1.43E+00	-1.25E+00	6.69E-01	bad-chisq
group_802	1.48E-01	2.47E-02	3.97E-04	2.57E+00	7.99E-01	-2.27E+00	4.58E-02	-3.32E+00	1.66E+00	3.26E+00	8.18E-01	3.11E+00	-3.28E+00	-4.34E+00	2.76E+00	2.21E+00	-1.02E+00	1.20E+00	
group_1405	1.44E-01	4.04E-01	1.76E-01	6.13E-01	4.52E-01	-1.98E+00	4.54E-01	-2.16E+00	2.71E+00	2.27E+00	1.86E+00	3.08E+00	-2.89E+00	-4.23E+00	2.63E+00	2.98E+00	-2.60E+00	1.03E+00	
group_1450	1.44E-01	6.81E-04	1.70E-02	-2.45E+00	1.23E+00	-1.61E+00	4.34E-01	-1.83E+00	2.28E+00	1.99E+00	1.37E+00	2.66E+00	-4.21E+00	-3.37E+00	2.30E+00	2.56E+00	-2.59E+00	9.84E-01	
group_1530	1.44E-01	8.60E-03	1.54E-02	-1.56E+00	6.94E-01	-1.74E+00	6.05E-01	-1.69E+00	2.99E+00	2.73E+00	1.54E+00	3.46E+00	-2.72E+00	-3.70E+00	2.64E+00	2.77E+00	-2.68E+00	1.03E+00	
group_253	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
group_2731	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
viuB	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
group_2948	1.44E-01	6.53E-01	5.99E-02	1.26E+00	6.72E-01	-2.08E+00	1.10E+00	-1.74E+00	2.90E+00	1.94E+00	2.37E+00	2.98E+00	-3.17E+00	-4.48E+00	3.07E+00	3.41E+00	-2.60E+00	1.01E+00	
group_2975	1.44E-01	8.60E-03	7.66E-02	-1.41E+00	8.40E-01	-1.68E+00	-9.29E-03	-2.11E+00	3.25E+00	1.93E+00	2.23E+00	2.83E+00	-1.84E+00	-3.56E+00	3.13E+00	3.06E+00	-2.49E+00	8.36E-01	
group_3087	1.44E-01	9.48E-01	3.39E-01	-6.77E-01	7.20E-01	-1.79E+00	7.78E-01	-1.74E+00	2.84E+00	2.65E+00	1.73E+00	2.96E+00	-3.40E+00	-4.00E+00	2.70E+00	2.85E+00	-2.68E+00	1.02E+00	
group_3123	1.44E-01	2.85E-06	2.61E-04	4.40E+00	1.42E+00	-2.50E+00	1.91E-01	3.41E-01	3.67E+00	-1.48E+00	9.86E-02	2.18E+00	-3.14E+00	-4.34E+00	2.43E+00	2.34E+00	-2.14E+00	6.01E-01	
group_3124	1.44E-01	2.85E-06	2.61E-04	4.40E+00	1.42E+00	-2.50E+00	1.91E-01	3.41E-01	3.67E+00	-1.48E+00	9.86E-02	2.18E+00	-3.14E+00	-4.34E+00	2.43E+00	2.34E+00	-2.14E+00	6.01E-01	
group_366	1.44E-01	5.81E-03	7.54E-01	2.03E-01	6.48E-01	-1.88E+00	5.12E-01	-1.86E+00	2.67E+00	2.22E+00	1.65E+00	2.96E+00	-2.77E+00	-3.97E+00	2.58E+00	2.86E+00	-2.63E+00	9.99E-01	
group_548	1.44E-01	4.81E-01	6.68E-01	-3.02E-01	7.16E-01	-1.82E+00	5.21E-01	-2.03E+00	2.69E+00	2.39E+00	1.78E+00	2.96E+00	-2.71E+00	-3.99E+00	2.64E+00	2.92E+00	-2.60E+00	9.82E-01	
group_5881	1.44E-01	2.49E-02	3.91E-01	-5.81E-01	6.98E-01	-1.77E+00	4.78E-01	-1.92E+00	2.57E+00	2.11E+00	1.77E+00	2.98E+00	-2.60E+00	-3.88E+00	2.58E+00	2.77E+00	-2.70E+00	7.19E-01	
group_6066	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
group_6067	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
group_6068	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
fpvB_1	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
group_6072	1.44E-01	6.53E-01	2.06E-02	-2.16E+00	9.69E-01	-1.70E+00	1.23E+00	-2.09E+00	2.90E+00	1.81E+00	1.33E+00	3.45E+00	-2.81E+00	-4.60E+00	3.30E+00	6.22E+00	-3.63E+00	1.28E+00	
group_6836	1.44E-01	8.60E-03	7.66E-02	-1.41E+00	8.40E-01	-1.68E+00	-9.29E-03	-2.11E+00	3.25E+00	1.93E+00	2.23E+00	2.83E+00	-1.84E+00	-3.56E+00	3.13E+00	3.06E+00	-2.49E+00	8.36E-01	
group_6837	1.44E-01	8.60E-03	7.66E-02	-1.41E+00	8.40E-01	-1.68E+00	-9.29E-03	-2.11E+00	3.25E+00	1.93E+00	2.23E+00	2.83E+00	-1.84E+00	-3.56E+00	3.13E+00	3.06E+00	-2.49E+00	8.36E-01	
group_7445	1.44E-01	3.10E-05	7.71E-04	-3.06E+00	6.92E-01	-1.56E+00	3.08E-01	-1.50E+00	2.94E+00	1.97E+00	1.85E+00	2.77E+00	-2.59E+00	-3.52E+00	2.55E+00	2.78E+00	-2.12E+00	8.65E-01	bad-chisq
group_7596	1.44E-01	2.85E-06	2.61E-04	4.40E+00	1.42E+00	-2.50E+00	1.91E-01	3.41E-01	3.67E+00	-1.48E+00	9.86E-02	2.18E+00	-3.14E+00	-4.34E+00	2.43E+00	2.34E+00	-2.14E+00	6.01E-01	
group_7597	1.44E-01	2.85E-06	2.61E-04	4.40E+00	1.42E+00	-2.50E+00	1.91E-01	3.41E-01	3.67E+00	-1.48E+00	9.86E-02	2.18E+00	-3.14E+00	-4.34E+00	2.43E+00	2.34E+00	-2.14E+00	6.01E-01	
group_852	1.44E-01	8.60E-03	8.23E-01	-1.59E-01	7.14E-01	-1.84E+00	5.23E-01	-1.81E+00	2.69E+00	2.31E+00	1.72E+00	3.07E+00	-2.77E+00	-3.96E+00	2.62E+00	2.95E+00	-2.60E+00	9.37E-01	
group_9151	1.44E-01	7.49E-01	1.28E-01	-2.12E+00	1.66E+00	-1.69E+00	3.61E-01	-2.22E-01	2.29E+00	3.01E+00	2.42E+00	3.64E+00	-3.00E+00	-4.07E+00	2.85E+00	3.44E+00	-2.44E+00	7.92E-01	
group_1501	1.41E-01	3.43E-01	8.00E-01	1.73E-01	6.83E-01	-1.89E+00	5.33E-01	-1.79E+00	2.70E+00	2.21E+00	1.76E+00	3.14E+00	-2.90E+00	-4.04E+00	2.63E+00	3.00E+00	-2.56E+00	9.54E-01	
uvrA_1	1.41E-01	3.07E-02	4.86E-01	-5.67E-01	8.16E-01	-1.77E+00	5.80E-01	-1.80E+00	2.46E+00	2.53E+00	1.51E+00	2.96E+00	-2.62E+00	-3.66E+00	2.38E+00	2.77E+00	-2.61E+00	9.99E-01	
yjbI	1.41E-01	1.81E-01	8.09E-01	-2.12E-01	8.78E-01	-1.85E+00	5.23E-01	-1.90E+00	2.72E+00	2.32E+00	1.89E+00	3.19E+00	-2.84E+00	-4.09E+00	2.73E+00	3.03E+00	-2.63E+00	8.66E-01	
group_1798	1.41E-01	1.81E-01	8.09E-01	-2.12E-01	8.78E-01	-1.85E+00	5.23E-01	-1.90E+00	2.72E+00	2.32E+00	1.89E+00	3.19E+00	-2.84E+00	-4.09E+00	2.73E+00	3.03E+00	-2.63E+00	8.66E-01	
nhaA	1.41E-01	3.07E-02	4.86E-01	-5.67E-01	8.16E-01	-1.77E+00	5.80E-01	-1.80E+00	2.46E+00	2.53E+00	1.51E+00	2.96E+00	-2.62E+00	-3.66E+00	2.38E+00	2.77E+00	-2.61E+00	9.99E-01	
group_22	1.41E-01	5.44E-01	3.76E-01	4.43E-01	4.96E-01	-1.94E+00	5.31E-01	-1.91E+00	2.75E+00	2.41E+00	1.77E+00	3.15E+00	-2.72E+00	-4.04E+00	2.73E+00	3.11E+00	-2.69E+00	1.06E+00	
group_2977	1.41E-01	3.43E-01	8.00E-01	1.73E-01	6.83E-01	-1.89E+00	5.33E-01	-1.79E+00	2.70E+00	2.21E+00	1.76E+00	3.14E+00	-2.90E+00	-4.04E+00	2.63E+00	3.00E+00	-2.56E+00	9.54E-01	
group_2978	1.41E-01	3.43E-01	8.00E-01	1.73E-01	6.83E-01	-1.89E+00	5.33E-01	-1.79E+00	2.70E+00	2.21E+00	1.76E+00	3.14E+00	-2.90E+00	-4.04E+00	2.63E+00	3.00E+00	-2.56E+00	9.54E-01	
group_2979	1.41E-01	3.43E-01	8.00E-01	1.73E-01	6.83E-01	-1.89E+00	5.33E-01	-1.79E+00	2.70E+00	2.21E+00	1.76E+00	3.14E+00	-2.90E+00	-4.04E+00	2.63E+00	3.00E+00	-2.56E+00	9.54E-01	
group_2982	1.41E-01	3.43E-01	8.00E-01	1.73E-01	6.83E-01	-1.89E+00	5.33E-01	-1.79E+00	2.70E+00	2.21E+00	1.76E+00	3.14E+00	-2.90E+00	-4.04E+00	2.63E+00	3.00E+00	-2.56E+00	9.54E-01	
group_2983	1.41E-01	3.43E-01	8.00E-01	1.73E-01	6.83E-01	-1.89E+00	5.33E-01	-1.79E+00	2.70E+00	2.21E+00	1.76E+00	3.14E+00	-2.90E+00	-4.04E+00	2.63E+00	3.00E+00	-2.56E+00	9.54E-01	
group_3060	1.41E-01	8.64E-01	1.37E-02	-1.77E+00	8.45E-01	-1.76E+00	4.84E-01	-1.68E+00	2.70E+00	2.78E+00	2.50E+00	3.87E+00	-3.28E+00	-4.28E+00	3.28E+00	3.98E+00	-2.48E+00	9.37E-01	
adhC_2	1.41E-01	3.07E-02	4.86E-01	-5.67E-01	8.16E-01	-1.77E+00	5.80E-01	-1.80E+00	2.46E+00	2.53E+00	1.51E+00	2.96E+00	-2.62E+00	-3.66E+00	2.38E+00	2.77E+00	-2.61E+00	9.99E-01	
group_3317	1.41E-01	1.66E-01	3.16E-01	9.48E-01	9.51E-01	-2.09E+00	4.59E-01	-2.16E+00	3.33E+00	1.93E+00	2.33E+00	3.43E+00	-3.27E+00	-4.81E+00	3.21E+00	3.42E+00	-2.64E+00	9.45E-01	
group_3428	1.41E-01	5.75E-01	4.94E-01	-8.00E-01	1.19E+00	-1.79E+00	3.76E-01	-1.72E+00	2.57E+00	2.42E+00	2.08E+00	3.22E+00	-3.24E+00	-3.88E+00	2.97E+00	3.20E+00	-2.61E+00	9.45E-01	
group_4957	1.41E-01	1.81E-01	2.13E-01	8.10E-01	6.51E-01	-2.02E+00	5.58E-01	-1.82E+00	3.03E+00	2.28E+00	1.91E+00	3.40E+00	-2.61E+00	-4.11E+00	2.59E+00	3.62E+00	-2.26E+00	1.32E+00	
group_514	1.41E-01	2.02E-04	1.67E-06	-3.10E+00	1.35E+00	-1.27E+00	9.26E-01	-2.93E-01	1.58E+00	2.65E+00	6.53E-01	1.88E+00	-1.38E+00	-2.55E+00	1.97E+00	3.36E+00	-3.03E+00	1.28E+00	bad-chisq
group_6112	1.41E-01	2.02E-04	1.34E-02	-1.96E+00	1.29E+00	-1.40E+00	6.50E-01	-1.54E+00	2.58E+00	1.60E+00	1.76E+00	2.51E+00	-2.89E+00	-3.63E+00	1.52E+00	2.39E+00	-1.34E+00	6.78E-01	bad-chisq
group_6113	1.41E-01	2.02E-04	1.34E-02	-1.96E+00	1.29E+00	-1.40E+00	6.50E-01	-1.54E+00	2.58E+00	1.60E+00	1.76E+00	2.51E+00	-2.89E+00	-3.63E+00	1.52E+00	2.39E+00	-1.34E+00	6.78E-01	bad-chisq
group_6848	1.41E-01	3.43E-01	8.00E-01	1.73E-01	6.83E-01	-1.89E+00	5.33E-01	-1.79E+00	2.70E+00	2.21E+00	1.76E+00	3.14E+00	-2.90E+00	-4.04E+00	2.63E+00	3.00E+00	-2.56E+00	9.54E-01	
hss	1.41E-01	2.02E-04	1.59E-03	-2.67E+00	1.17E+00	-1.40E+00	5.50E-03	-1.58E+00	1.62E+00	2.70E+00	7.88E-01	1.79E+00	-2.05E+00	-2.90E+00	1.77E+00	2.29E+00	-2.41E+00	9.24E-01	bad-chisq
group_7127	1.41E-01	4.04E-05	7.16E-10	-4.69E+00	7.28E-01	-1.58E+00	1.06E+00	-1.47E+00	3.85E+00	1.75E+00	2.55E+00	3.77E+00	-3.01E+00	-4.93E+00	3.02E+00	2.09E+00	-2.60E+00	1.81E+00	bad-chisq
group_786	1.41E-01	4.04E-05	2.00E-04	-3.54E+00	9.62E-01	-1.27E+00	1.40E+00	-7.24E-02	2.92E+00	2.21E+00	1.48E+00	2.66E+00	-2.96E+00	-3.56E+00	1.31E+00	2.26E+00	-8.44E-01	1.13E-01	bad-chisq
group_804	1.41E-01	1.23E-02	6.07E-05	2.80E+00	7.89E-01	-2.26E+00	-2.07E-02	-3.41E+00	1.46E+00	3.22E+00	6.71E-01	3.05E+00	-3.28E+00	-4.25E+00	2.59E+00	2.34E+00	-1.06E+00	1.36E+00	
group_853	1.41E-01	1.08E-02	8.63E-01	-1.21E-01	7.01E-01	-1.85E+00	5.25E-01	-1.86E+00	2.70E+00	2.30E+00	1.74E+00	3.08E+00	-2.78E+00	-3.97E+00	2.63E+00	2.96E+00	-2.60E+00	9.47E-01	
group_857	1.41E-01	3.07E-02	4.86E-01	-5.67E-01	8.16E-01	-1.77E+00	5.80E-01	-1.80E+00	2.46E+00	2.53E+00	1.51E+00	2.96E+00	-2.62E+00	-3.66E+00	2.38E+00	2.77E+00	-2.61E+00	9.99E-01	
group_107	1.37E-01	3.68E-01	6.77E-01	2.23E-01	5.33E-01	-1.90E+00	5.42E-01	-1.92E+00	2.74E+00	2.28E+00	1.81E+00	3.09E+00	-2.84E+00	-4.10E+00	2.69E+00	3.05E+00	-2.63E+00	9.87E-01	
group_1531	1.37E-01	3.76E-02	1.31E-02	-1.48E+00	6.37E-01	-1.66E+00	5.55E-01	-1.84E+00	2.48E+00	2.95E+00	1.32E+00	2.98E+00	-2.52E+00	-3.45E+00	2.31E+00	2.47E+00	-2.71E+00	1.11E+00	
group_2957	1.37E-01	7.80E-01	2.30E-01	8.08E-01	6.71E-01	-1.99E+00	8.89E-01	-1.78E+00	2.79E+00	2.06E+00	2.11E+00	2.99E+00	-3.00E+00	-4.26E+00	2.91E+00	3.27E+00	-2.59E+00	9.95E-01	
group_3139	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
group_3140	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
noc	1.37E-01	1.35E-04	6.85E-04	2.89E+00	9.26E-01	-2.29E+00	2.08E+00	-3.18E+00	3.52E+00	1.35E+00	1.43E+00	2.72E+00	-6.59E-01	-4.47E+00	2.36E+00	2.74E+00	-2.36E+00	1.03E+00	
group_3443	1.37E-01	1.35E-04	6.85E-04	2.89E+00	9.26E-01	-2.29E+00	2.08E+00	-3.18E+00	3.52E+00	1.35E+00	1.43E+00	2.72E+00	-6.59E-01	-4.47E+00	2.36E+00	2.74E+00	-2.36E+00	1.03E+00	
group_376	1.37E-01	6.18E-04	6.78E-01	3.21E-01	7.66E-01	-1.89E+00	5.27E-01	-1.88E+00	2.76E+00	2.08E+00	1.61E+00	3.09E+00	-2.75E+00	-3.89E+00	2.58E+00	2.86E+00	-2.59E+00	9.51E-01	
group_547	1.37E-01	3.68E-01	5.61E-01	-5.08E-01	8.91E-01	-1.82E+00	5.34E-01	-2.14E+00	2.75E+00	2.48E+00	1.84E+00	2.90E+00	-2.68E+00	-4.02E+00	2.69E+00	2.97E+00	-2.64E+00	1.01E+00	
group_6288	1.37E-01	5.01E-01	1.96E-02	-2.20E+00	1.01E+00	-1.57E+00	1.18E-02	-1.52E+00	1.64E+00	3.20E+00	2.20E+00	2.94E+00	-4.00E+00	-3.56E+00	2.91E+00	3.09E+00	-2.77E+00	1.03E+00	
group_6669	1.37E-01	2.87E-01	5.28E-01	3.73E-01	5.89E-01	-1.91E+00	5.65E-01	-1.97E+00	2.75E+00	2.31E+00	1.63E+00	3.06E+00	-2.92E+00	-4.03E+00	2.46E+00	2.74E+00	-2.59E+00	1.00E+00	
group_6786	1.37E-01	5.01E-01	5.02E-02	1.33E+00	6.79E-01	-2.07E+00	1.10E+00	-1.66E+00	2.81E+00	1.92E+00	2.34E+00	2.92E+00	-3.17E+00	-4.44E+00	3.00E+00	3.34E+00	-2.61E+00	1.02E+00	
group_6974	1.37E-01	9.10E-01	8.50E-01	-1.91E-01	1.01E+00	-1.84E+00	4.22E-01	-1.93E+00	2.75E+00	2.32E+00	1.71E+00	3.08E+00	-2.90E+00	-3.97E+00	2.69E+00	2.98E+00	-2.62E+00	9.72E-01	
group_6975	1.37E-01	9.10E-01	8.50E-01	-1.91E-01	1.01E+00	-1.84E+00	4.22E-01	-1.93E+00	2.75E+00	2.32E+00	1.71E+00	3.08E+00	-2.90E+00	-3.97E+00	2.69E+00	2.98E+00	-2.62E+00	9.72E-01	
group_6976	1.37E-01	9.10E-01	8.50E-01	-1.91E-01	1.01E+00	-1.84E+00	4.22E-01	-1.93E+00	2.75E+00	2.32E+00	1.71E+00	3.08E+00	-2.90E+00	-3.97E+00	2.69E+00	2.98E+00	-2.62E+00	9.72E-01	
group_7287	1.37E-01	5.01E-01	9.26E-01	5.48E-02	5.87E-01	-1.88E+00	5.49E-01	-1.95E+00	2.76E+00	2.31E+00	1.80E+00	3.11E+00	-2.84E+00	-4.01E+00	2.66E+00	3.04E+00	-2.59E+00	9.42E-01	
group_7444	1.37E-01	4.17E-03	3.71E-01	-6.52E-01	7.58E-01	-1.78E+00	5.81E-01	-1.46E+00	2.62E+00	2.30E+00	1.63E+00	3.01E+00	-2.82E+00	-3.84E+00	2.49E+00	2.78E+00	-2.62E+00	8.87E-01	
group_7684	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
wbpJ	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
wbpI	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
wbpH	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
wbpG	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
hisF2	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
wzx	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
wzy	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
group_7692	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
group_7693	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
group_7694	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
group_7695	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
group_7696	1.37E-01	6.41E-02	5.50E-01	6.52E-01	1.08E+00	-1.96E+00	2.64E-01	-1.37E+00	2.65E+00	1.83E+00	1.74E+00	3.10E+00	-3.01E+00	-4.12E+00	2.69E+00	3.15E+00	-2.47E+00	8.86E-01	
group_7745	1.37E-01	1.34E-02	8.60E-01	1.39E-01	7.88E-01	-1.89E+00	5.32E-01	-1.94E+00	2.73E+00	2.34E+00	1.78E+00	3.14E+00	-2.89E+00	-4.05E+00	2.62E+00	2.94E+00	-2.63E+00	9.85E-01	
group_7746	1.37E-01	1.34E-02	8.60E-01	1.39E-01	7.88E-01	-1.89E+00	5.32E-01	-1.94E+00	2.73E+00	2.34E+00	1.78E+00	3.14E+00	-2.89E+00	-4.05E+00	2.62E+00	2.94E+00	-2.63E+00	9.85E-01	
group_7747	1.37E-01	1.34E-02	8.60E-01	1.39E-01	7.88E-01	-1.89E+00	5.32E-01	-1.94E+00	2.73E+00	2.34E+00	1.78E+00	3.14E+00	-2.89E+00	-4.05E+00	2.62E+00	2.94E+00	-2.63E+00	9.85E-01	
group_781	1.37E-01	9.10E-01	1.49E-01	9.05E-01	6.35E-01	-2.01E+00	2.93E-01	-1.63E+00	2.74E+00	2.24E+00	1.97E+00	3.03E+00	-3.11E+00	-4.35E+00	2.50E+00	2.67E+00	-2.78E+00	1.03E+00	
group_8703	1.37E-01	9.10E-01	4.40E-03	-3.47E+00	1.78E+00	-1.55E+00	-5.40E-01	-8.23E-01	2.02E+00	3.16E+00	3.05E+00	3.83E+00	-2.99E+00	-3.93E+00	3.17E+00	4.10E+00	-2.33E+00	7.39E-01	
group_8704	1.37E-01	9.10E-01	4.40E-03	-3.47E+00	1.78E+00	-1.55E+00	-5.40E-01	-8.23E-01	2.02E+00	3.16E+00	3.05E+00	3.83E+00	-2.99E+00	-3.93E+00	3.17E+00	4.10E+00	-2.33E+00	7.39E-01	
group_8705	1.37E-01	9.10E-01	4.40E-03	-3.47E+00	1.78E+00	-1.55E+00	-5.40E-01	-8.23E-01	2.02E+00	3.16E+00	3.05E+00	3.83E+00	-2.99E+00	-3.93E+00	3.17E+00	4.10E+00	-2.33E+00	7.39E-01	
group_8706	1.37E-01	9.10E-01	4.40E-03	-3.47E+00	1.78E+00	-1.55E+00	-5.40E-01	-8.23E-01	2.02E+00	3.16E+00	3.05E+00	3.83E+00	-2.99E+00	-3.93E+00	3.17E+00	4.10E+00	-2.33E+00	7.39E-01	
group_8707	1.37E-01	9.10E-01	4.40E-03	-3.47E+00	1.78E+00	-1.55E+00	-5.40E-01	-8.23E-01	2.02E+00	3.16E+00	3.05E+00	3.83E+00	-2.99E+00	-3.93E+00	3.17E+00	4.10E+00	-2.33E+00	7.39E-01	
group_8708	1.37E-01	9.10E-01	4.40E-03	-3.47E+00	1.78E+00	-1.55E+00	-5.40E-01	-8.23E-01	2.02E+00	3.16E+00	3.05E+00	3.83E+00	-2.99E+00	-3.93E+00	3.17E+00	4.10E+00	-2.33E+00	7.39E-01	
group_873	1.37E-01	1.35E-04	3.23E-02	1.26E+00	5.96E-01	-2.11E+00	6.12E-01	-1.92E+00	3.42E+00	1.61E+00	1.73E+00	2.96E+00	-2.73E+00	-4.21E+00	2.81E+00	2.76E+00	-2.83E+00	9.86E-01	
