variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	notes
pld1	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8827	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8828	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8829	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8830	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
crnA	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8832	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
aiiA	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8834	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
ssuC	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8836	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
metX_2	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8838	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8839	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
nalD_1	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8841	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8842	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8847	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8848	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8849	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8850	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8851	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8855	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8856	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8857	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
xerC_4	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
pctB	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8860	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8861	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8862	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8863	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8864	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8865	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8866	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8867	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8868	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8869	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8870	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8871	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8872	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8874	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8875	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8876	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8877	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8878	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8882	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8884	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
rutB_5	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8886	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
nthB	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8888	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8889	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8890	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
gbuR_2	2.17E-02	1.31E-01	5.22E-02	-2.30E+00	6.31E-01	-1.62E+00	2.62E-01	-1.42E+00	2.62E+00	2.14E+00	1.56E+00	2.71E+00	-2.30E+00	-3.49E+00	2.44E+00	2.80E+00	-2.22E+00	7.72E-01	bad-chisq
group_8974	2.17E-02	1.31E-01	1.00E+00	9.21E+00	5.84E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.81E+00	-2.25E+00	8.11E-01	bad-chisq
group_8983	2.17E-02	1.31E-01	1.00E+00	9.21E+00	5.84E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.81E+00	-2.25E+00	8.11E-01	bad-chisq
group_8984	2.17E-02	1.31E-01	1.00E+00	9.21E+00	5.84E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.81E+00	-2.25E+00	8.11E-01	bad-chisq
group_909	2.17E-02	2.01E-01	2.93E-02	3.10E+00	9.55E-01	-1.80E+00	1.89E-01	-2.22E+00	2.33E+00	2.00E+00	1.76E+00	2.73E+00	-1.96E+00	-3.37E+00	2.85E+00	2.79E+00	-2.89E+00	1.08E+00	bad-chisq
group_9164	2.17E-02	1.31E-01	1.00E+00	9.21E+00	5.84E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.81E+00	-2.25E+00	8.11E-01	bad-chisq
group_9165	2.17E-02	1.31E-01	1.00E+00	9.21E+00	5.84E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.81E+00	-2.25E+00	8.11E-01	bad-chisq
group_9166	2.17E-02	1.31E-01	1.00E+00	9.21E+00	5.84E-01	-1.68E+00	5.77E-01	-1.47E+00	2.56E+00	2.08E+00	1.65E+00	2.76E+00	-2.53E+00	-3.56E+00	2.40E+00	2.81E+00	-2.25E+00	8.11E-01	bad-chisq
group_9199	2.17E-02	1.31E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_9200	2.17E-02	1.31E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_9205	2.17E-02	1.31E-01	1.00E+00	1.18E+00	5.26E-01	-1.67E+00	5.60E-01	-1.44E+00	2.51E+00	2.08E+00	1.61E+00	2.73E+00	-2.52E+00	-3.52E+00	2.36E+00	2.77E+00	-2.26E+00	8.11E-01	bad-chisq
group_9277	2.17E-02	1.31E-01	2.90E-02	-2.53E+00	6.18E-01	-1.65E+00	6.07E-01	-1.48E+00	2.34E+00	2.08E+00	1.40E+00	2.75E+00	-2.44E+00	-3.61E+00	2.54E+00	3.22E+00	-2.39E+00	9.41E-01	bad-chisq
group_9281	2.17E-02	1.31E-01	1.00E+00	8.78E+00	6.22E-01	-1.68E+00	5.79E-01	-1.48E+00	2.57E+00	2.08E+00	1.65E+00	2.77E+00	-2.53E+00	-3.56E+00	2.41E+00	2.82E+00	-2.25E+00	8.11E-01	bad-chisq
group_9289	2.17E-02	7.27E-01	1.94E-01	1.98E+00	8.39E-01	-1.72E+00	6.19E-01	-1.48E+00	2.65E+00	2.13E+00	1.73E+00	2.88E+00	-2.14E+00	-3.76E+00	2.32E+00	2.94E+00	-2.20E+00	7.97E-01	bad-chisq
group_9401	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9403	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9404	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9405	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9406	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9407	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9408	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9409	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9410	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9411	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9479	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9480	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9481	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9533	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9534	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9535	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9536	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9537	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9545	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
nrsf_2	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9565	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9569	2.17E-02	5.62E-01	8.33E-01	1.02E+00	9.28E-01	-1.72E+00	6.14E-01	-1.54E+00	2.73E+00	2.10E+00	1.77E+00	2.85E+00	-2.55E+00	-3.66E+00	2.54E+00	2.88E+00	-2.29E+00	8.09E-01	bad-chisq
group_9570	2.17E-02	5.62E-01	8.33E-01	1.02E+00	9.28E-01	-1.72E+00	6.14E-01	-1.54E+00	2.73E+00	2.10E+00	1.77E+00	2.85E+00	-2.55E+00	-3.66E+00	2.54E+00	2.88E+00	-2.29E+00	8.09E-01	bad-chisq
group_9571	2.17E-02	5.62E-01	8.33E-01	1.02E+00	9.28E-01	-1.72E+00	6.14E-01	-1.54E+00	2.73E+00	2.10E+00	1.77E+00	2.85E+00	-2.55E+00	-3.66E+00	2.54E+00	2.88E+00	-2.29E+00	8.09E-01	bad-chisq
group_9572	2.17E-02	5.62E-01	8.33E-01	1.02E+00	9.28E-01	-1.72E+00	6.14E-01	-1.54E+00	2.73E+00	2.10E+00	1.77E+00	2.85E+00	-2.55E+00	-3.66E+00	2.54E+00	2.88E+00	-2.29E+00	8.09E-01	bad-chisq
group_9573	2.17E-02	5.62E-01	8.33E-01	1.02E+00	9.28E-01	-1.72E+00	6.14E-01	-1.54E+00	2.73E+00	2.10E+00	1.77E+00	2.85E+00	-2.55E+00	-3.66E+00	2.54E+00	2.88E+00	-2.29E+00	8.09E-01	bad-chisq
group_9575	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9577	2.17E-02	5.62E-01	4.96E-02	4.75E+00	1.00E+00	-1.93E+00	6.62E-01	-1.85E+00	3.51E+00	2.40E+00	2.50E+00	3.47E+00	-3.18E+00	-4.42E+00	2.55E+00	2.33E+00	-2.69E+00	9.70E-01	bad-chisq
group_9595	2.17E-02	1.31E-01	1.00E+00	1.57E+00	5.74E-01	-1.67E+00	5.77E-01	-1.47E+00	2.55E+00	2.07E+00	1.63E+00	2.75E+00	-2.52E+00	-3.54E+00	2.40E+00	2.84E+00	-2.24E+00	8.06E-01	bad-chisq
